,tweet,sentiment,id,created_at,link
174213,"Try to spin this, Wedbush!  $AAPL $TSLA  #Softbank #SP500 #TechBubble",0,1303265388864700416,2020-09-08 11:34:16,https://twitter.com/trader_53/status/1303265388864700416
78453,"In a stock market panic, which will be hit harder?  - $AAPL, absolute best of breed stock; or   - $QS, a high flying merged SPAC with no product ready until 2025",1,1351596666361585666,2021-01-19 19:25:31,https://twitter.com/evanmr/status/1351596666361585666
64632,Analysis of #Apple’s AppStore Business and More  $AAPL,0,1356071926691729410,2021-02-01 03:48:36,https://twitter.com/TalkMarkets/status/1356071926691729410
249934,"$AAPL #patent 10,686,922 Head-mounted display apparatus for retaining a portable electronic device with display #tech #IP #research    ",0,1272920812476121098,2020-06-16 17:55:46,https://twitter.com/treabase/status/1272920812476121098
152308,$aapl $120 Oct 2 CALLS,1,1311340167857401857,2020-09-30 18:20:34,https://twitter.com/StockMLegend/status/1311340167857401857
458121,"Join  and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.   ",0,1102703963768541184,2019-03-04 23:54:46,https://twitter.com/Camomom16/status/1102703963768541184
273464,PSA: iPhone SE's Haptic Touch Doesn't Work With Notifications   $AAPL,0,1254888439276695552,2020-04-27 23:41:33,https://twitter.com/MacHashNews/status/1254888439276695552
353633,Should You Buy Cirrus Logic at Its All-Time High?  #stocks $CRUS $AAPL,0,1191366517037785088,2019-11-04 15:48:06,https://twitter.com/TMFSunLion/status/1191366517037785088
454352,"Join  and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.  ",0,1105404092820664320,2019-03-12 10:44:07,https://twitter.com/Aspen_Curve/status/1105404092820664320
122342,Lmfaooooo point taken. Honestly they are getting railed by $AAPL and $SNE,1,1326362745306951681,2020-11-11 04:14:55,https://twitter.com/EVNFT/status/1326362745306951681
236913,"$AAPL - Apple roundup: repair program expands, U.S. stores lead closures  ",0,1280962389257728002,2020-07-08 22:30:07,https://twitter.com/BWUIC/status/1280962389257728002
355482,$AAPL New market information for Apple Inc. at    #STOCKS #NASDAQ Visit   to sign up for personalised alerts direct to your inbox DataSwarm ref: 75357,0,1189903607161856002,2019-10-31 14:55:01,https://twitter.com/DataswarmM/status/1189903607161856002
196450,"News:   contacted  seeking a side-order to bypass the #AppStore payment policy on June 30th, #Apple rejected, so now #EpicGames is protesting.     #Apple #AppleNews $AAPL  ",-1,1296893861697064961,2020-08-21 21:36:06,https://twitter.com/AppleTerminal/status/1296893861697064961
459397,"Join  and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.  ",0,1101591396262252544,2019-03-01 22:13:50,https://twitter.com/i_be_mayhem/status/1101591396262252544
16300,$AAPL Apple announces April 20 event where new iPads and more are expected,0,1382003914535530498,2021-04-13 18:13:04,https://twitter.com/JaySmit53867525/status/1382003914535530498
470031,"Join  and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.   ",0,1093609302424764417,2019-02-07 21:35:50,https://twitter.com/lateNitee_/status/1093609302424764417
437197,$AAPL #patent 20190103085 DYNAMIC NAVIGATION OBJECT FOR A STEP-SEQUENCER #tech #IP #research,0,1113953177705967616,2019-04-05 01:55:08,https://twitter.com/treabase/status/1113953177705967616
373029,"Notable apps and updates, Sept. 9-14   $AAPL  ",0,1172831638264238080,2019-09-14 13:17:07,https://twitter.com/MacHashNews/status/1172831638264238080
422839,$CVS working well 58.4 trgt calls 40%  $NFLX cont to squeeze 4pts so far  $AAPL Nhod room to 115,1,1123595439121387520,2019-05-01 16:30:02,https://twitter.com/SpartanTrading/status/1123595439121387520
21683,"SmartOptions® Unusual Activity Alert (Delayed)  $AAPL $75 Calls 06/18/2021 Exp  Trade Volume: 300 Contracts  $1,507,500 was traded now.  Current Stock Price: $125.04  Trade Type: Split  Follow the Money &amp; Trade Options with Our SmartOptions® Ai.  ",1,1379154370231590913,2021-04-05 21:29:59,https://twitter.com/SmartOptionsAi/status/1379154370231590913
245327,Look for a 24-inch 'ARM iMac' in quarter four and a 27-inch Intel iMac ASAP   $AAPL,0,1275422237336539138,2020-06-23 15:35:32,https://twitter.com/MacHashNews/status/1275422237336539138
453070,"As Wells Fargo Co New $Call $WFC Valuation Declined, Arrowgrass Capital Partners LP Upped Stake by $9.11 Million; Cim Investment Mangement Has Upped Apple $AAPL Position by $355,448; Stock Value Declined   ",1,1105913472263569409,2019-03-13 20:28:13,https://twitter.com/UlmHi/status/1105913472263569409
138098," If you listen closely, you can hear the sound of underwater $AAPL calls.  ",-1,1317189609399353344,2020-10-16 21:44:09,https://twitter.com/justin_opm/status/1317189609399353344
262994,$AAPL  new alert at    #stocks #daytrading  #NYSE #NASDAQ #market 855,0,1261281269587030016,2020-05-15 15:04:22,https://twitter.com/mediasentiment/status/1261281269587030016
247287,"OptionAlarm has provided sound Option Swing Trades to thousands of investors just like YOU for over 14 years!Free 10-day Trial, No credit Card Needed   $AAPL $LULU $TGT $SQ",0,1274453238524280833,2020-06-20 23:25:04,https://twitter.com/OptionAlarm/status/1274453238524280833
263923,📉 Today's Biggest Losers 📉 🥇Tesla Inc $TSLA » 781.7 🔽27.71▪️️3.42% 🥈Apple Inc. $AAPL » 305.42 🔽5.99▪️️1.92% 🥉Roku Inc. Class A $ROKU » 116.11 🔽11.05▪️️8.69% Rankings ➡️,-1,1260627522343092224,2020-05-13 19:46:37,https://twitter.com/wallstsolver/status/1260627522343092224
266469,$AAPL 👍🏻 Apple to reopen stores in US starting next week,1,1258834755304464384,2020-05-08 21:02:48,https://twitter.com/KimNewsNJ/status/1258834755304464384
148693,$AAPL Apple HomePod On Sale for 31% Off [Deal],0,1313865735488393216,2020-10-07 17:36:16,https://twitter.com/AppleThisApple1/status/1313865735488393216
438232,Nice breakout above 194 for $AAPL. Cashed in some calls. Next target 198 and 203,1,1113446884499030017,2019-04-03 16:23:18,https://twitter.com/autistictrader/status/1113446884499030017
246667,"June 22 Monday, $AAPL HIGH is $356.21 and hit Bullish target $352.70🤙",1,1275083352752762880,2020-06-22 17:08:55,https://twitter.com/ericdavis221/status/1275083352752762880
188223,$AAPL - Apple A Better Buy Than Microsoft As Seen By Market-Makers In Next 3 Months Of Dow Jones Stock Prices.,1,1299344202782904320,2020-08-28 15:52:53,https://twitter.com/MagnoliaG2012/status/1299344202782904320
306716,$AAPL pre-mkt high  down a whopping 2.4%  resume regularly scheduled programming,0,1229752967672324096,2020-02-18 14:02:09,https://twitter.com/followtheh/status/1229752967672324096
487640,The Turkish Lira is stuck in cloud after that $AAPL Flash Crash move $USDTRY sideways for 3 mths - Daily #Ichimoku,-1,1084492523777781761,2019-01-13 17:49:01,https://twitter.com/KnovaWave/status/1084492523777781761
437493,$AAPL - iOS 12.3 Battery Test: Are Older iOS Versions Better For Battery Life?,0,1113833617426407425,2019-04-04 18:00:03,https://twitter.com/SwingTradeIdeas/status/1113833617426407425
331326,"Join  and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.  ",0,1213505449334657024,2020-01-04 18:00:19,https://twitter.com/sherrardsebooks/status/1213505449334657024
114293,CALLS ON $AAPL,1,1332458433560375296,2020-11-27 23:57:01,https://twitter.com/HashTagWhiteSox/status/1332458433560375296
404770,out of my calls in  $AAPL short $TSLA 👍🏼,-1,1136340839515459585,2019-06-05 20:35:42,https://twitter.com/FAHADQ81999/status/1136340839515459585
145437,"It's insane I can't impulse shop for new Apple headphones yet. Where's your fancy delivery service, Apple? We've all been working from home a little too long to deal with this cutesy roll-out bullshit.  $AAPL",-1,1315688658565955588,2020-10-12 18:19:55,https://twitter.com/JeffMacke/status/1315688658565955588
60377,"$AAPL = Good moving in pre-market, will up more today,IMO,  hold.👍🔥🔥",1,1357669895132114952,2021-02-05 13:38:21,https://twitter.com/SarahVI_S/status/1357669895132114952
149394,"Shares of   $AMZN, Apple $AAPL and other Big Tech firms fall on reports a House panel plans to recommend antitrust action, including possible breakups of those behemoths.....   ..... #amznstock #aaplstock #fbstock #googlstock",-1,1313550864557248512,2020-10-06 20:45:05,https://twitter.com/rbrittbiznews/status/1313550864557248512
389912,$AAPL  new alert at    #stocks #daytrading  #NYSE #NASDAQ #market 1360,0,1156302400229171201,2019-07-30 22:35:49,https://twitter.com/mediasentiment/status/1156302400229171201
495467,Apple $AAPL Sets New 52-Week Low After Analyst Downgrade,-1,1080893480954675200,2019-01-03 19:27:42,https://twitter.com/WatchlistN/status/1080893480954675200
58608,$aapl daily  🤔🧐,0,1358789734487703553,2021-02-08 15:48:12,https://twitter.com/MMeatloaf7/status/1358789734487703553
225785,"Apple $AAPL Has A Neutral #Fundamental Analysis Score (FA Score). Check various FA Indicators' value, score, 5-year chart like P/E, P/B, P/S, D/E, ROE, ROA, ROIC, Gross Margin, EBITDA, etc #stocks #stock #StockMarket #Investment #investing    ",0,1288255923472015365,2020-07-29 01:32:01,https://twitter.com/MinteractApp/status/1288255923472015365
267568,"#Apple $AAPL Unusual #Options Activity Detected. #OptionsTrading Check Options Money Flow Grid, 7-Day Options Power, Unusual Options Volume &amp; OI, Intraday &amp; Historical IV Chart, Greeks, Options Volume, OI, &amp; Max Pain Chart #stocks #StockMarket #investing    ",0,1258047607407964168,2020-05-06 16:54:57,https://twitter.com/MinteractApp/status/1258047607407964168
322972,$AAPL - Netflix Misses Its Subscriber Forecast -- Update,0,1219741217493266432,2020-01-21 22:59:02,https://twitter.com/iamtito_/status/1219741217493266432
30419,OUT $AAPL Mar 2021 121.00 Call .30 -03,-1,1372932639619973125,2021-03-19 16:27:03,https://twitter.com/OptionsSurfer/status/1372932639619973125
92636,"  ""Short $AAPL."" Really? Do you short Christmas? Do you short puppies? Do you short apple pie?",1,1342678254365384705,2020-12-26 04:46:56,https://twitter.com/DavidNLefkowitz/status/1342678254365384705
217855,$AAPL - Investors should 'avoid' Apple stock - Goldman Sachs,-1,1289606162166566917,2020-08-01 18:57:23,https://twitter.com/ThinkTankCharts/status/1289606162166566917
152669,"Update to #Portfolio Plan: In addition to accumulating short pos., New Orders (last min. Longev. Plays before election), $AAPL $100 Limit GTC / $TSLA $400 Limit GTC / $BRK.B $200 Limit GTC",-1,1311161093692088322,2020-09-30 06:28:59,https://twitter.com/MrCodyFox/status/1311161093692088322
101771,duhhh....25% cut for $AAPL is coming,-1,1339128691545268225,2020-12-16 09:42:14,https://twitter.com/BoozeNBiscuits/status/1339128691545268225
186215,I’m really interested in how $AAPL price will move today.,0,1300221124723187712,2020-08-31 01:57:27,https://twitter.com/vigqqq/status/1300221124723187712
416874,"Mark Zuckerberg responds to cofounder's call to break up Facebook, says it wouldn't help anything   $AAPL  ",0,1127551386990796801,2019-05-12 14:29:34,https://twitter.com/MacHashNews/status/1127551386990796801
82208,"Very big if true $AAPL  -Q1 was a tough comp b/c of the late iPhone releases  -China has been lagging since FY 2018, and they needed a big upgrade cycle there.  ",-1,1348993526848081921,2021-01-12 15:01:34,https://twitter.com/LookingGdLouis/status/1348993526848081921
454520,"$AAPL #timapple Event March25, Is apple innovating again? TV Streaming Service/ Deal with $NFLX ? Both stocks could explode the Shorties  ",1,1105268836960489472,2019-03-12 01:46:40,https://twitter.com/NaviAvatar1/status/1105268836960489472
264260,$AAPL #trademark #appeal 88472532 88472532 - EXT GRANTED - 88472532   #IP #litigation #lawsuit #TTAB #tech,0,1260414700988387330,2020-05-13 05:40:56,https://twitter.com/treabase/status/1260414700988387330
143691,"Hindsight is 20/20, but what about foresight? $AAPL is up 6% before a predictable #iPhone5G reveal, $AMZN gets a boost for #PrimeDay, and the Lakers beat the Heat for the title. What’s the most “inevitable” thing you got wrong? Tweet  &amp; me and catch  5pm ET  ",1,1316000738879967232,2020-10-13 15:00:00,https://twitter.com/timseymour/status/1316000738879967232
171974,Thanks for sharing appreciate if you can share your thoughts on $Aapl,0,1303735589628383232,2020-09-09 18:42:41,https://twitter.com/Shailen_RSingh/status/1303735589628383232
83690,Parler jumps to No. 1 on App Store after Facebook and Twitter ban Trump $TWTR $FB $AAPL $AMZN,0,1348027813606014977,2021-01-09 23:04:10,https://twitter.com/jwest137/status/1348027813606014977
232355,Redhawk Wealth Advisors Inc. Purchases 731 Shares of Apple Inc. $AAPL    #investingnews,1,1283789408072863747,2020-07-16 17:43:41,https://twitter.com/intercooleronli/status/1283789408072863747
190936,$TSLA will hit $5T before $AAPL 🤣,-1,1298351758125613057,2020-08-25 22:09:16,https://twitter.com/c4chaos/status/1298351758125613057
136829,I have $AAPL calls for 10.30 praying for a miracle going to hold til monday/tuesday nest week. PRAY FOR ME LOL,1,1318335851814965248,2020-10-20 01:38:55,https://twitter.com/stockshowdamn/status/1318335851814965248
387497,$AAPL. Well that was short-lived.,0,1157000391734779904,2019-08-01 20:49:24,https://twitter.com/turleymuller/status/1157000391734779904
239144,"$FB $GOOG $AAPL $AMZN Tim Cook, Mark Zuckerberg, Jeff Bezos, and Sundar Pichai will all testify before Congress in an antitrust hearing   ",-1,1278863021931220993,2020-07-03 03:27:59,https://twitter.com/540856/status/1278863021931220993
155569,#Options Flow Grid Update $AAPL #OptionsTrading #Apple Shares Up 1.64% to $108.88 #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #investing #Investment #invest #investor #investors #UOA,1,1309264591508049927,2020-09-25 00:52:58,https://twitter.com/MinteractApp/status/1309264591508049927
38162,Clubhouse Reportedly Surpasses 8 Million App Store Downloads $AAPL,0,1369011504419311626,2021-03-08 20:45:52,https://twitter.com/HydrotomicE/status/1369011504419311626
13702,$AAPL  launching a new #Apple logo.😅   #AppleEvent,0,1383569421570961414,2021-04-18 01:53:50,https://twitter.com/ntfri/status/1383569421570961414
470764,$AAPL $176s is the gap fill. Good spot to start booking some profits IMHO. I'll have a more extensive analysis in my Mid-Week Review Video.,0,1093185985083510785,2019-02-06 17:33:43,https://twitter.com/JustinPulitzer/status/1093185985083510785
101965,"“$FB, $AAPL, $AMZN, $MSFT, and $GOOG have returned 52.5% YTD vs 6.3% for the other 495 members of the S&amp;P 500. Together, they now have a market cap of $7.2 trillion and represent 23% of cap-weight S&amp;P ETF.” Fortune Magazine",1,1339002411751518209,2020-12-16 01:20:27,https://twitter.com/GameOfMoats/status/1339002411751518209
158305,$AAPL gap-up open potential is clear,1,1308241637923942401,2020-09-22 05:08:07,https://twitter.com/HamzahKingKhan/status/1308241637923942401
460238,"Join  and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.   ",0,1101133353317654528,2019-02-28 15:53:44,https://twitter.com/SmellyNlpples/status/1101133353317654528
262840,$AAPL July(17) 295 puts for $1.7M in premium. Possible opening position,-1,1261315559225991170,2020-05-15 17:20:38,https://twitter.com/CheddarFlow/status/1261315559225991170
96668,$AAPL calls a few months out 👀,1,1341373851746353153,2020-12-22 14:23:42,https://twitter.com/EnKoreBeats/status/1341373851746353153
316674,"$AAPL Day is far from over, but it is forming a bit of a spinning top at the top end of a range. Anything below LOD is a RORO Short w/ stop above either today’s HOD or today’s close. Anything above HOD remains strong to the up side. #KISV  ",1,1222539182171738114,2020-01-29 16:17:09,https://twitter.com/JustinPulitzer/status/1222539182171738114
475327,$AAPL not creative?  What about the amount of people that have a watch on their arm again?  Hunting for growth?  They can buy pretty much anything!  $AAPL back to 200$ imo,1,1090643415036030977,2019-01-30 17:10:27,https://twitter.com/semipro11/status/1090643415036030977
258032,$AAPL should be down $10 on Trump's VERY TOUGH China rhetoric.,-1,1266444148476989440,2020-05-29 20:59:49,https://twitter.com/ApproTrade/status/1266444148476989440
491035,". After the $AAPL announcement I tweeted that #Trumps #Tariffs are going to hurt many companies, not just Apple. This is why I'm concerned about many 2019 earnings. Good Xmas sales will not trump the damages done to a vast # of companies. Add #TrumpShutown = new lows.",-1,1082531338517803008,2019-01-08 07:55:58,https://twitter.com/JohnEarlBurnett/status/1082531338517803008
330360,"Bluetooth SIG announces LE Audio with audio sharing, performance improvements, more   $AAPL  ",1,1214503467420487680,2020-01-07 12:06:05,https://twitter.com/MacHashNews/status/1214503467420487680
182820,Oh yeah I've seen your $AAPL posts  Awesome stuff there!  $TSLA and $AAPL were the first two companies I bought when I got serious about investing in August of 2019,1,1300616657254187010,2020-09-01 04:09:10,https://twitter.com/ChartsWithBret/status/1300616657254187010
306290,"#Apple's #coronavirus woes have hit $AAPL stock, helping #Microsoft assume the title of Most Valuable Company. Together, the two tech titans are worth $2.806 trillion.  $MSFT #stocks  ",-1,1229793354185134087,2020-02-18 16:42:38,https://twitter.com/DavidGZeiler/status/1229793354185134087
78834,"Apple's Jay Blahnik talks Fitness+, metrics as motivation, and more in podcast interview   $AAPL  ",0,1351318212659429376,2021-01-19 00:59:02,https://twitter.com/MacHashNews/status/1351318212659429376
171794,"Calls, Puts, Stock + notional ratio table Apple $AAPL  ",0,1303774653446488065,2020-09-09 21:17:55,https://twitter.com/EugeneVix/status/1303774653446488065
394228,$AAPL - Congress Puts Big Tech in Crosshairs,-1,1151268310257999876,2019-07-17 01:12:09,https://twitter.com/VisualStockRSRC/status/1151268310257999876
71816,But if you did sell $AAPL and buy $GME.....,-1,1354183174268592131,2021-01-26 22:43:22,https://twitter.com/CRyanSchadel/status/1354183174268592131
119526,"$AAPL Thinking about trading options or stock in Apple, AT&amp;T, Nio, Blink Charging, or Eli Lilly?  ",0,1328709322436714504,2020-11-17 15:39:23,https://twitter.com/otcdynamics/status/1328709322436714504
325945,$AAPL heading out weak  Guessing we’ll get a 310 test early tomorrow and they’ll buy it,-1,1217188753543966720,2020-01-14 21:56:27,https://twitter.com/HedgehogOptions/status/1217188753543966720
25857,"If you’re an even semi active trader, you need to have a cash account so that you don’t get caught by the PDT rule if setups break down. $SPY $QQQ $AAPL",0,1376596170366201859,2021-03-29 20:04:37,https://twitter.com/BigTrussTrades/status/1376596170366201859
25504,$AAPL WWDC announced for June 7th,0,1376886258232913923,2021-03-30 15:17:19,https://twitter.com/kevinjaybe/status/1376886258232913923
180464,💪 Wall St Solver Power Rankings 💪 🥇 $TSLA ▪️ Tesla Inc 🥈 $AAPL ▪️ Apple Inc. 🥉 $NVDA ▪️ NVIDIA Corporation Rankings ➡️,1,1301156038343888897,2020-09-02 15:52:28,https://twitter.com/wallstsolver/status/1301156038343888897
499350,$AAPL I'm sure the aapl news is idiosycratic to the rest of tech and to SPX. FX and China is just Tim's problem.,0,1080605948404744195,2019-01-03 00:25:09,https://twitter.com/VolatilityWiz/status/1080605948404744195
236315,Lots of $AAPL vol coming in... hop on now folks,0,1281291625226997773,2020-07-09 20:18:23,https://twitter.com/AbstractionsOp1/status/1281291625226997773
429899,"Ironwood Investment Counsel Raised Holding in Apple $AAPL by $600,525; As Ecolab $ECL Share Value Rose, Spf Beheer Bv Has Lowered Stake by $1.24 Million   ",1,1118852942080217089,2019-04-18 14:25:03,https://twitter.com/BlogYomi/status/1118852942080217089
278790," $DIS at $104, clearly shareholders are looking through this period. But these will be a tough couple years and I think some necessary investment has to get cut. Business worth more as part of $AAPL, pay $150 now, 50% in stock, that’s a great deal for $DIS shareholders.",0,1250505182321889280,2020-04-15 21:24:03,https://twitter.com/BwkCapital/status/1250505182321889280
389858,$AAPL might not see $200 per share ever again.,-1,1156303250309681152,2019-07-30 22:39:12,https://twitter.com/TraderCT/status/1156303250309681152
71458,"GameStop is the name, but stop does not this game.  $GME  $AAPL",0,1354316240307638272,2021-01-27 07:32:08,https://twitter.com/OmeidMatten/status/1354316240307638272
217239,"  I love how they drank Champaign  well deserved, said it before and I’ll say it again invest in the smartest people in the world   $TSLA $AAPL $AMZN $NIO",1,1290065971244228608,2020-08-03 01:24:30,https://twitter.com/DCDOWORK/status/1290065971244228608
144017,PF was up ⬆️+1.72% yesterday $AAPL surge was most welcomed! $NET also jumped +23.13%. $VERI has jumped around +50% in the last month but cooled slightly yesterday - almost in the green... 👍,1,1315921855002423296,2020-10-13 09:46:33,https://twitter.com/Dr_Noooooo/status/1315921855002423296
220544,"$AAPL absolutely crushed it last night, leading me to bring up estimates across the board and upgrade the stock. Not financial advice, but worth a read:  ",1,1289197937247969281,2020-07-31 15:55:15,https://twitter.com/MangotreeA/status/1289197937247969281
228972,$AAPL gap to fill still 367,0,1286363306505252865,2020-07-23 20:11:26,https://twitter.com/AznOptions/status/1286363306505252865
311673,ViacomCBS plans streaming service built on CBS All Access   $AAPL,0,1225605231091671040,2020-02-07 03:20:32,https://twitter.com/MacHashNews/status/1225605231091671040
221822,"$AAPL announces a 4:1 stock split, which will be 2nd since becoming a shareholder. From CNBC:     #dividends #dgi #apple",1,1288981060764733443,2020-07-31 01:33:27,https://twitter.com/DivvyDad/status/1288981060764733443
105574,"$NQ faked out, $AAPL rejected, $MSFT already lost all MA's... Look for $NQ to lose the MA20 daily for signs of continuation to the downside.  ",-1,1336936397060657154,2020-12-10 08:30:50,https://twitter.com/Barkworth17/status/1336936397060657154
218808,$AAPL 10 big reasons to buy Apple stock immediately: analyst,1,1289294688420163584,2020-07-31 22:19:42,https://twitter.com/MarcJacksonLA/status/1289294688420163584
96529,"$AAPL will be chasing its 138.8$ all time high today., alot of room to cover.  ",1,1341384823366164482,2020-12-22 15:07:18,https://twitter.com/stocks_eagle/status/1341384823366164482
439746,"Join  and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.   ",0,1112443109504356357,2019-03-31 21:54:40,https://twitter.com/aliciaann89/status/1112443109504356357
152359,$AAPL Looking good.,1,1311331725008687104,2020-09-30 17:47:01,https://twitter.com/SharkOptions/status/1311331725008687104
413246,"Join  and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.   ",0,1129817627705073664,2019-05-18 20:34:48,https://twitter.com/chazmoe1/status/1129817627705073664
148461,$AAPL inside day - still inside week - over $117 brings $120+ QUICK  been using Fridays low as a stop area - funny yesterday how we basically tested it  surprised we didn't zip higher today,1,1313969259165425664,2020-10-08 00:27:38,https://twitter.com/BearingtonTrade/status/1313969259165425664
41536,$AAPL  Any comments...? Maybe a new product or something...? Ace up the sleeve...? ANYTHING?????,0,1367208561776996355,2021-03-03 21:21:37,https://twitter.com/86mgmt/status/1367208561776996355
179523,"  You gotta look at it from a weights perspective   Their biggest holding is down -2% $aapl and $tsla -5.83%  Although Nas/qqq closed very similar, 2 of their top holdings closed deep red   And $qqq was off by only 0.50 to close green for tomorrow so just enough to throw it off  ",-1,1301256323347238915,2020-09-02 22:30:58,https://twitter.com/MMeatloaf7/status/1301256323347238915
265771,Quarantine life is quite conducive to projects requiring sustained intellectual effort. I must admit that much.  I spent most of this weekend getting a more elaborate deep Q-network algorithm to trade $AAPL from 2015 onward on the basis of 2010-15 trading data. Credible results!,0,1259704615978835968,2020-05-11 06:39:19,https://twitter.com/chenx064/status/1259704615978835968
450158,Apple’s New iPad Air and iPad Mini: The Specs $AAPL $QQQ,0,1107729514082324480,2019-03-18 20:44:31,https://twitter.com/MarketRealist/status/1107729514082324480
193352,52-Week High Alert: Trading today’s movement in APPLE $AAPL,1,1297905213995614208,2020-08-24 16:34:51,https://twitter.com/QuantchaIdeas/status/1297905213995614208
60335," Lol!  Many of us about ready to do that!  Those who buy and hold now will have GREAT returns too!  This stock WILL OUT PERFORM $AAPL LIFETIME % run.... Something to think about.  Buy, HOLD and clean up!  This is going to $$ soon!  $ENZC !!",1,1357685839816347648,2021-02-05 14:41:43,https://twitter.com/Barrett26860313/status/1357685839816347648
218044," too many to count, maybe i'll do a thread someday. i've wrote abt some before, you can try searching $aapl and my handle",0,1289541208117673986,2020-08-01 14:39:17,https://twitter.com/compound100x/status/1289541208117673986
9197,Cover $AAPL STOs,0,1385598152661626884,2021-04-23 16:15:17,https://twitter.com/tradervic21/status/1385598152661626884
103426,...is the government about to subsidize at home streaming services? Lol.  Breaking news: $NFLX $DIS $AMZN $AAPL win government contract for keeping Americans glued to their TVs 😂 /s,1,1338787882677506050,2020-12-15 11:07:59,https://twitter.com/hakashiisensei/status/1338787882677506050
123361,"In other words, I’m a sheep and should’ve bought $AAPL in 2016 like Buffett did instead. Shit was trading at 10x earnings ffs. 😂😂",1,1326066054091563008,2020-11-10 08:35:59,https://twitter.com/DatRazin/status/1326066054091563008
272566,$AAPL  new alert at    #stocks #daytrading  #NYSE #NASDAQ #market 2302,0,1255707086362759168,2020-04-30 05:54:33,https://twitter.com/mediasentiment/status/1255707086362759168
105715,"$AAPL with the rejection at the Fair Value resistance.  If you're in this trade, from the most recent breakout, there is no reason to sell your shares yet.  Support is at $106 so there is room to fall before I would be concerned.  ",1,1336812318957719555,2020-12-10 00:17:48,https://twitter.com/options__edge/status/1336812318957719555
202135,"     Basically, they cannot afford any sustained selling in $AMZN/ $AAPL",0,1295847185616187398,2020-08-19 00:16:59,https://twitter.com/VeryTraumatic/status/1295847185616187398
182724,Yeah I feel you! I would suggest investing when you personally feel comfortable where you’re at financially. Because some people would say buying both $AAPL and $TSLA is like having a savings account. Their future is so so bright.,0,1300660274031071233,2020-09-01 07:02:29,https://twitter.com/agentamador/status/1300660274031071233
61275,MM don't have enough fingers for this dike. $aapl,0,1357333315276185600,2021-02-04 15:20:55,https://twitter.com/apwriter/status/1357333315276185600
76080,$BLSP Set to run this week. Biden Environmental play:  #crypto #trading #traders #charting #daytrade #daytrader  #Nasdaq  #otc  $TSLA  $AAPL,0,1352594373997973504,2021-01-22 13:30:03,https://twitter.com/realonev2/status/1352594373997973504
28990,$AAPL Watching here,0,1374075626458599425,2021-03-22 20:08:53,https://twitter.com/kyzatradez/status/1374075626458599425
8077,"DeItaone: *Apple: Commitment to Fund Silicon-Engineering, 5G-Technology Investments $AAPL",0,1386646357692268546,2021-04-26 13:40:28,https://twitter.com/SpcapitalN/status/1386646357692268546
237493,Very straight forward week so far. $SPY $TWTR $DIS and $AAPL all worked like a charm live on screenshare 🔥,1,1280660444617768962,2020-07-08 02:30:18,https://twitter.com/TricktradesA/status/1280660444617768962
221956,$AAPL moves lot so now it's our turn ....$TSLA has to show his power tomorrow 😀💪,1,1288970168446734337,2020-07-31 00:50:10,https://twitter.com/Jigsy10144868/status/1288970168446734337
390945,$AAPL APPLE   #dontbegreedy #trendisyourfriend #dontfindyourselfonthewrongside #startsmallandgrow,0,1155866620943896577,2019-07-29 17:44:12,https://twitter.com/OptionsDuo/status/1155866620943896577
492572,"Join  and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.   ",0,1081573212893396997,2019-01-05 16:28:43,https://twitter.com/Chores11/status/1081573212893396997
306992,$AAPL  new alert at    #stocks #daytrading  #NYSE #NASDAQ #market 120,0,1229686824144179200,2020-02-18 09:39:20,https://twitter.com/mediasentiment/status/1229686824144179200
490692,$AAPL looks strong today,1,1082691402201329665,2019-01-08 18:32:00,https://twitter.com/skaushi/status/1082691402201329665
461562,$AAPL Apple supplier AAC Technologies tumbles on profit warning - FT,0,1100287780922503169,2019-02-26 07:53:43,https://twitter.com/bthefirsttoknow/status/1100287780922503169
244222,Scalper missed the long on $AAPL due to the gap but caught a chunk of short into the close  Scalper details available at,0,1275582667350773760,2020-06-24 02:13:01,https://twitter.com/SPXTrades/status/1275582667350773760
127047,"The age of ARM enabled Macs is about to arrive.  Will this ignite interest in Windows on  ARM?  If so, $QCOM is well positioned and it doesn't appear that the market is paying attention.    $AAPL",1,1323311981231820802,2020-11-02 18:12:16,https://twitter.com/Ravi_711/status/1323311981231820802
188680,$BRK : we are $TSLA and we are coming. Resistence is futile. Just 5x more and I'll wave $AAPL,0,1299108811198914570,2020-08-28 00:17:31,https://twitter.com/infohata/status/1299108811198914570
286990,"  Thanks for the review!  Would love to see your take on $AAPL, $MA and $V",0,1242635100619067393,2020-03-25 03:11:09,https://twitter.com/OSpreadhacker/status/1242635100619067393
